x,y,species min
868.0,868.0,2.1717945E-4
869.0,869.0,0.0304817
870.0,870.0,0.004789177
871.0,871.0,1.7359393E-5
872.0,872.0,1.1763682E-4
873.0,873.0,5.44745E-4
874.0,874.0,0.0018884555
875.0,875.0,5.093305E-4
876.0,876.0,8.287E-6
877.0,877.0,8.312492E-5
878.0,878.0,0.023988618
879.0,879.0,0.0011799298
880.0,880.0,0.7182351
881.0,881.0,0.028021455
882.0,882.0,0.0020441145
883.0,883.0,4.6528978E-5
884.0,884.0,0.0049963244
885.0,885.0,1.1758131E-4
886.0,886.0,2.4207355E-4
887.0,887.0,0.028841255
888.0,888.0,7.0730434E-4
889.0,889.0,3.2772878E-6
890.0,890.0,0.22662902
891.0,891.0,2.5092968E-5
892.0,892.0,6.643769E-6
893.0,893.0,0.0037690536
894.0,894.0,0.002065126
895.0,895.0,0.0152912345
896.0,896.0,0.0054344167
897.0,897.0,0.004839723
898.0,898.0,0.0146982735
899.0,899.0,0.0017799512
900.0,900.0,0.003676865
901.0,901.0,2.7901982E-4
902.0,902.0,0.007861218
903.0,903.0,7.5270823E-4
904.0,904.0,0.024019303
905.0,905.0,0.0049550077
906.0,906.0,4.2253666E-4
907.0,907.0,0.096481055
908.0,908.0,0.6563875
909.0,909.0,0.0030013088
910.0,910.0,8.8005234E-4
911.0,911.0,0.5864513
912.0,912.0,0.0030019651
913.0,913.0,2.0820374E-4
914.0,914.0,3.8678804E-4
915.0,915.0,3.3735292E-4
